ID,Tenant Code,Trade Name,Tin,Document Type,GL Account,Doc. No.,Ref. No.,Posting Date,Due Date,Bank Code,Bank Name,Debit,Credit
126947,ICM-LT000101,ST. PATRICK ROASTED PORK,,Payment,Security Deposit Payable,PR302578,GL0020373,2020-03-10,0000-00-00,B-007,Land Bank of the Philippines,0,-2362.50
378128,ICM-LT000155,SANTINOS,,Payment,Security Deposit Payable,P0011753,GL0001809,2020-03-31,,,,60000.00,0
181644,ICM-LT000225,VICE COSMETICS,,Payment,Security Deposit Payable,P0010808,GL0003167,2020-03-31,0000-00-00,,,39649.28,0
181638,ICM-LT000225,VICE COSMETICS,,Payment,Security Deposit Payable,P0010808,GL0003166,2020-03-31,0000-00-00,,,23350.72,0
201718,ICM-LT000132,SNOWPY ICE CREAM,,Payment,Security Deposit Payable,P0011698,GL0007743,2020-03-31,0000-00-00,,,15458.16,0
151759,ICM-LT000139,AHONGS NGOHIONG AND FRIED CHICKEN,,Payment,Security Deposit Payable,P0008841,GL0007338,2020-03-31,0000-00-00,,,14948.72,0
136918,ICM-LT000305,ISLAND TEA CO,,Payment,Security Deposit Payable,P0008030,GL0005747,2020-03-31,0000-00-00,,,12362.00,0
303790,ICM-LT000048,TRAVEL BOUND TICKET SHOPPE,,Payment,Security Deposit Payable,P0011732,GL0007684,2020-03-31,,,,11154.74,0
378136,ICM-LT000155,SANTINOS,,Payment,Security Deposit Payable,P0011753,GL0014132,2020-03-31,,,,6000.00,0
201784,ICM-LT000065,MIGUELITOS FRIED ICE CREAM,,Payment,Security Deposit Payable,P0011699,GL0007754,2020-03-31,0000-00-00,,,787.10,0
132286,ICM-LT000153,DMU FOOD SNACKS,,Payment,Security Deposit Payable,P0007905,GL0000665,2020-06-04,0000-00-00,,,41711.50,0
136323,ICM-LT000088,JEWELRICH,,Payment,Security Deposit Payable,PR302579,GL0021945,2020-06-29,0000-00-00,B-007,Land Bank of the Philippines,0,-6317.58
